basho,day,rikishi1,win1,rikishi2,win2,kimarite
2017.01,7,Maenofuji,0,Orora,1,yorikiri
2017.01,7,Akatsuki,0,Ryuseio,1,oshidashi
2017.01,7,Hagane,0,Shunba,1,yorikiri
2017.01,7,Suekawa,1,Hasugeyama,0,hikiotoshi
2017.01,7,Asanotosa,1,Kirinoryu,0,oshidashi
2017.01,7,Yoshifuji,0,Mitotsukasa,1,oshidashi
2017.01,7,Asanojo,0,Shohoryu,1,yorikiri
2017.01,7,Daijo,1,Sadanokuni,0,yorikiri
2017.01,7,Okinohama,1,Baraki,0,oshidashi
2017.01,7,Obamaumi,1,Hamaeiko,0,oshidashi
2017.01,7,Tetsuyuzan,1,Hisanotora,0,oshidashi
2017.01,7,Gorikiyama,1,Kihonoumi,0,oshidashi
2017.01,7,Aratora,0,Kotonoshu,1,sukuinage
2017.01,7,Karatsuumi,0,Kotohayato,1,oshidashi
2017.01,7,Takemasa,1,Onami,0,watashikomi
2017.01,7,Kawaraumi,1,Kosei,0,oshidashi
2017.01,7,Hokutoo,1,Yamatoarashi,0,uwatenage
2017.01,7,Kaiseio,1,Tochiseiryu,0,oshidashi
2017.01,7,Honda,1,Kotodairyu,0,oshidashi
2017.01,7,Genkaiho,1,Onojo,0,hatakikomi
2017.01,7,Kotofukujuno,0,Gokushindo,1,yorikiri
2017.01,7,Hokaho,1,Aoi,0,oshidashi
2017.01,7,Aozora,1,Kirinofuji,0,yorikiri
2017.01,7,Okoryu,1,Shoketsu,0,yorikiri
2017.01,7,Takakento,1,Kaorufuji,0,oshidashi
2017.01,7,Oki,1,Kotokamatani,0,okuridashi
2017.01,7,Sagatsukasa,1,Shonannoumi,0,tsukidashi
2017.01,7,Yoshiazuma,1,Musashiumi,0,hatakikomi
2017.01,7,Komanokuni,0,Keitenkai,1,oshitaoshi
2017.01,7,Okinofuji,1,Oazuma,0,kirikaeshi
2017.01,7,Rao,0,Takaryu,1,oshidashi
2017.01,7,Azumasato,1,Daishoryu,0,yoritaoshi
2017.01,7,Higoarashi,0,Katsunofuji,1,yorikiri
2017.01,7,Chiyoarashi,0,Kotodaigo,1,yorikiri
2017.01,7,Higonojo,1,Dewaotori,0,yorikiri
2017.01,7,Kansei,1,Aokishin,0,yorikiri
2017.01,7,Sotairyu,0,Kotaro,1,oshitaoshi
2017.01,7,Abi,1,Ryusei,0,tsukidashi
2017.01,7,Oiwato,0,Tochinobori,1,yorikiri
2017.01,7,Kaito,1,Tochinohama,0,hikiotoshi
2017.01,7,Goryu,0,Kagamio,1,hatakikomi
2017.01,7,Masunosho,0,Dewahayate,1,hatakikomi
2017.01,7,Sadanofuji,0,Gochozan,1,oshidashi
2017.01,7,Meisei,1,Irodori,0,hikiotoshi
2017.01,7,Toyonoshima,1,Tochimaru,0,oshidashi
2017.01,7,Fujiazuma,0,Takagenji,1,oshidashi
2017.01,7,Daishoho,1,Kairyu,0,oshidashi
2017.01,7,Asabenkei,0,Shiba,1,katasukashi
2017.01,7,Shotenro,0,Asasekiryu,1,uwatenage
2017.01,7,Kitaharima,1,Kizenryu,0,oshidashi
2017.01,7,Wakanoshima,0,Satoyama,1,tsukiotoshi
2017.01,7,Asahisho,1,Ryuden,0,oshidashi
2017.01,7,Amuru,0,Terutsuyoshi,1,oshidashi
2017.01,7,Yamaguchi,1,Daiamami,0,uwatedashinage
2017.01,7,Homarefuji,0,Tsurugisho,1,hatakikomi
2017.01,7,Tokushoryu,1,Rikishin,0,yorikiri
2017.01,7,Amakaze,1,Kotoeko,0,tsukidashi
2017.01,7,Aminishiki,0,Azumaryu,1,uwatenage
2017.01,7,Kyokutaisei,1,Chiyomaru,0,okuridashi
2017.01,7,Ura,1,Oyanagi,0,tottari
2017.01,7,Onosho,0,Daieisho,1,hikiotoshi
2017.01,7,Kyokushuho,1,Seiro,0,yorikiri
2017.01,7,Kitataiki,0,Hidenoumi,1,uwatenage
2017.01,7,Osunaarashi,0,Toyohibiki,1,tsukiotoshi
2017.01,7,Gagamaru,0,Chiyootori,1,yorikiri
2017.01,7,Sadanoumi,1,Daishomaru,0,oshidashi
2017.01,7,Kagayaki,1,Chiyotairyu,0,oshidashi
2017.01,7,Chiyoo,0,Sokokurai,1,yorikiri
2017.01,7,Takanoiwa,1,Ichinojo,0,yorikiri
2017.01,7,Takakeisho,1,Ishiura,0,oshidashi
2017.01,7,Kaisei,0,Nishikigi,1,yorikiri
2017.01,7,Hokutofuji,0,Chiyonokuni,1,tsukiotoshi
2017.01,7,Chiyoshoma,1,Kotoyuki,0,hatakikomi
2017.01,7,Aoiyama,1,Yoshikaze,0,oshitaoshi
2017.01,7,Myogiryu,0,Endo,1,yorikiri
2017.01,7,Shohozan,0,Takekaze,1,okuridashi
2017.01,7,Takarafuji,1,Arawashi,0,oshidashi
2017.01,7,Shodai,0,Goeido,1,oshidashi
2017.01,7,Kisenosato,1,Tochiozan,0,yorikiri
2017.01,7,Takayasu,1,Kotoshogiku,0,hatakikomi
2017.01,7,Terunofuji,1,Mitakeumi,0,oshidashi
2017.01,7,Hakuho,1,Tamawashi,0,tsukiotoshi
2017.01,7,Ikioi,1,Harumafuji,0,fusen
2017.01,7,Kakuryu,1,Okinoumi,0,uwatedashinage
2017.01,8,Wakaichiro,0,Wakayama,1,yoritaoshi
2017.01,8,Fukunofuji,0,Kenshin,1,oshitaoshi
2017.01,8,Wada,0,Tokio,1,tsukiotoshi
2017.01,8,Tatsunofuji,1,Kawaguchi,0,yorikiri
2017.01,8,Shimakaze,0,Miura,1,fusen
2017.01,8,Shironofuji,1,Yanagawa,0,yorikiri
2017.01,8,Oatari,0,Sakurafuji,1,oshitaoshi
2017.01,8,Sawanofuji,0,Daishiryu,1,yorikiri
2017.01,8,Isamufuji,1,Fubu,0,yorikiri
2017.01,8,Wakayamanaka,0,Bushi,1,okuridashi
2017.01,8,Tamanoryu,1,Shoryudo,0,shitatehineri
2017.01,8,Hakuyo,0,Kadokura,1,oshitaoshi
2017.01,8,Asahinishiki,1,Ito,0,fusen
2017.01,8,Byakkomaru,1,Nakatani,0,shitatenage
2017.01,8,Fukuazuma,1,Hokuyozakura,0,oshidashi
2017.01,8,Kinjo,1,Iko,0,oshidashi
2017.01,8,Mogaminishiki,1,Hamaazuma,0,kotenage
2017.01,8,Goketsuyama,1,Yamashita,0,okuridashi
2017.01,8,Wakayamana,0,Nakaishi,1,tsukidashi
2017.01,8,Azumanami,1,Kirimaru,0,oshidashi
2017.01,8,Sugano,0,Kozakura,1,tsukiotoshi
2017.01,8,Kasuganami,0,Fujinotani,1,yorikiri
2017.01,8,Higonoryu,0,Izumigawa,1,uwatenage
2017.01,8,Kainowaka,1,Kitasatsuma,0,oshidashi
2017.01,8,Miyazakiyama,1,Chida,0,oshidashi
2017.01,8,Azumahikari,0,Miyakojima,1,uwatenage
2017.01,8,Yoshimura,0,Hokutohomare,1,oshidashi
2017.01,8,Shiraseyama,0,Sekizuka,1,yorikiri
2017.01,8,Tamashinriki,0,Kotokobayashi,1,oshitaoshi
2017.01,8,Motokiyama,0,Tatsunoumi,1,oshidashi
2017.01,8,Asatatsuke,0,Mimurodake,1,yoritaoshi
2017.01,8,Kotonoshima,1,Asanoshima,0,hatakikomi
2017.01,8,Kotootomo,1,Kokuryunami,0,oshidashi
2017.01,8,Asamorimoto,0,Ishihara,1,yorikiri
2017.01,8,Ryubu,0,Tsubakifuji,1,yoritaoshi
2017.01,8,Kenyu,0,Asayokomichi,1,yorikiri
2017.01,8,Daishojo,0,Hokutoyu,1,yorikiri
2017.01,8,Nakai,0,Kotoseigo,1,oshidashi
2017.01,8,Kotoyamato,0,Shinyashiki,1,hatakikomi
2017.01,8,Hibikiryu,1,Hokutogo,0,hikiotoshi
2017.01,8,Hokutoiwami,1,Tochimitsuru,0,yorikiri
2017.01,8,Satonofuji,0,Tokiryu,1,okuridashi
2017.01,8,Akitoba,1,Yamazaki,0,yorikiri
2017.01,8,Asaokado,0,Chiyooume,1,shitatenage
2017.01,8,Takakiho,1,Oyamatoumi,0,oshidashi
2017.01,8,Kanryu,1,Amamidake,0,yorikiri
2017.01,8,Sadanogo,1,Toseima,0,uwatenage
2017.01,8,Daishoki,1,Tochisato,0,hatakikomi
2017.01,8,Mibu,0,Tatsukaze,1,uwatenage
2017.01,8,Nishikifuji,1,Masuminoru,0,uwatedashinage
2017.01,8,Takashinryu,0,Kotomyozan,1,hatakikomi
2017.01,8,Hamadayama,1,Surugafuji,0,hatakikomi
2017.01,8,Kenho,0,Kotorikuzan,1,katasukashi
2017.01,8,Wakakoki,1,Tosahikari,0,oshidashi
2017.01,8,Tsugaruumi,1,Mutsukaze,0,tsukiotoshi
2017.01,8,Matsuyama,0,Nakao,1,tsukiotoshi
2017.01,8,Tagonofuji,1,Kitadaichi,0,nichonage
2017.01,8,Toryu,1,Hokutonami,0,oshidashi
2017.01,8,Azumasho,0,Yasui,1,uwatenage
2017.01,8,Fujisato,0,Nakashima,1,oshitaoshi
2017.01,8,Kirizakura,0,Kamiyutaka,1,oshidashi
2017.01,8,Haruhikari,1,Sazanami,0,oshidashi
2017.01,8,Obara,1,Chikarayama,0,yorikiri
2017.01,8,Isenohana,0,Ikeru,1,yorikiri
2017.01,8,Yuma,1,Matsuda,0,okuridashi
2017.01,8,Umeno,1,Minatosho,0,yorikiri
2017.01,8,Takunoumi,0,Kyokuhozan,1,sukuinage
2017.01,8,Wayama,0,Sadanosato,1,okurinage
2017.01,8,Arikawa,0,Mienosato,1,yorikiri
2017.01,8,Saidaiji,0,Fujinokaze,1,hatakikomi
2017.01,8,Dewaizumi,1,Daitenpaku,0,yorikiri
2017.01,8,Kototaiki,1,Haruminato,0,hikiotoshi
2017.01,8,Aomihama,0,Dairaido,1,oshidashi
2017.01,8,Kiriarashi,1,Sadahikari,0,tsukiotoshi
2017.01,8,Minatoryu,1,Uchida,0,yoritaoshi
2017.01,8,Sakaekaze,0,Kotoinagaki,1,okuridashi
2017.01,8,Kotorikisen,1,Hokutotsuru,0,yoritaoshi
2017.01,8,Kurahashi,1,Fujinohana,0,yorikiri
2017.01,8,Kisenowaka,1,Saio,0,yorikiri
2017.01,8,Fujinoumi,0,Kasugakuni,1,oshidashi
2017.01,8,Mitozakura,0,Yokuyusei,1,yoritaoshi
2017.01,8,Hamaminato,1,Teraoumi,0,yorikiri
2017.01,8,Tenichi,0,Inoue,1,oshidashi
2017.01,8,Wakanofuji,1,Saionji,0,oshidashi
2017.01,8,Fujinowaka,0,Daishozen,1,tsukiotoshi
2017.01,8,Daishokaku,1,Shuji,0,yorikiri
2017.01,8,Hokutohana,0,Ebisumaru,1,yorikiri
2017.01,8,Shinohara,1,Shingaku,0,uwatedashinage
2017.01,8,Hitachigo,0,Itadaki,1,hikiotoshi
2017.01,8,Omoto,0,Sasayama,1,hikiotoshi
2017.01,8,Kitanomine,0,Sakae,1,oshidashi
2017.01,8,Ikegawa,0,Kisenoyama,1,oshidashi
2017.01,8,Yoshikasuga,0,Wakaryusei,1,sukuinage
2017.01,8,Sumanoumi,1,Chiyoraizan,0,oshidashi
2017.01,8,Dewanojo,0,Kotokino,1,yorikiri
2017.01,8,Tamakongo,1,Hirotsukasa,0,kimetaoshi
2017.01,8,Kainishiki,0,Nakazono,1,yoritaoshi
2017.01,8,Denzan,0,Kotootori,1,yorikiri
2017.01,8,Kaizen,0,Hamayutaka,1,okuridashi
2017.01,8,Hitenryu,1,Kaonishiki,0,oshidashi
2017.01,8,Masakaze,0,Daishoiwa,1,yorikiri
2017.01,8,Chiyonoumi,1,Kainoryu,0,oshidashi
2017.01,8,Nishiyama,0,Musashikuni,1,yorikiri
2017.01,8,Komakiryu,0,Tomisakae,1,oshidashi
2017.01,8,Hokutokawa,1,Chiyonokatsu,0,oshidashi
2017.01,8,Hokutoshu,1,Ozora,0,hatakikomi
2017.01,8,Fukamiyama,0,Aonosho,1,sukuinage
2017.01,8,Koshinoryu,1,Fukugoriki,0,oshidashi
2017.01,8,Akinoyama,0,Hatooka,1,hikiotoshi
2017.01,8,Asahiryu,1,Takakasuga,0,yorikiri
2017.01,8,Suzaku,0,Masutoo,1,oshidashi
2017.01,8,Kotomisen,0,Koba,1,oshidashi
2017.01,8,Takamisato,0,Yuki,1,oshidashi
2017.01,8,Byakko,0,Rikito,1,oshidashi
2017.01,8,Ayanoumi,1,Chiyosakae,0,oshidashi
2017.01,8,Sasakiyama,0,Yamatofuji,1,hatakikomi
2017.01,8,Rendaiyama,0,Akinokawa,1,uwatenage
2017.01,8,Horyuyama,0,Kotokuzan,1,yorikiri
2017.01,8,Nogami,1,Nankairiki,0,oshitaoshi
2017.01,8,Kotokobai,0,Ichiki,1,okuritaoshi
2017.01,8,Terao,0,Tokushinho,1,oshidashi
2017.01,8,Kizaki,0,Takayoshitoshi,1,uwatenage
2017.01,8,Asakoki,0,Ryuonami,1,oshidashi
2017.01,8,Kiribayama,1,Irie,0,okurinage
2017.01,8,Tsurubayashi,1,Nionoumi,0,katasukashi
2017.01,8,Sakigake,1,Jokoryu,0,yorikiri
2017.01,8,Shimanoumi,0,Hakuyozan,1,yorikiri
2017.01,8,Shosei,1,Tenkaiho,0,yorikiri
2017.01,8,Tochihiryu,0,Daiseido,1,okuritaoshi
2017.01,8,Tamaki,0,Akua,1,hatakikomi
2017.01,8,Goshi,0,Iwasaki,1,hikiotoshi
2017.01,8,Akiseyama,0,Ishibashi,1,uwatenage
2017.01,8,Daiseiho,0,Mugendai,1,hatakikomi
2017.01,8,Homarefuji,1,Kizenryu,0,tsukiotoshi
2017.01,8,Amuru,1,Satoyama,0,oshidashi
2017.01,8,Yamaguchi,0,Asahisho,1,oshidashi
2017.01,8,Tokushoryu,1,Wakanoshima,0,tsukidashi
2017.01,8,Kyokutaisei,0,Terutsuyoshi,1,shitatenage
2017.01,8,Daiamami,1,Aminishiki,0,oshidashi
2017.01,8,Oyanagi,1,Rikishin,0,oshidashi
2017.01,8,Seiro,1,Ryuden,0,yorikiri
2017.01,8,Amakaze,1,Azumaryu,0,yorikiri
2017.01,8,Ura,0,Tsurugisho,1,okuritaoshi
2017.01,8,Kyokushuho,1,Kotoeko,0,yorikiri
2017.01,8,Chiyomaru,0,Daieisho,1,tsukidashi
2017.01,8,Toyohibiki,1,Kitataiki,0,yorikiri
2017.01,8,Onosho,1,Hidenoumi,0,yorikiri
2017.01,8,Gagamaru,1,Sadanoumi,0,hatakikomi
2017.01,8,Takakeisho,1,Chiyotairyu,0,hikiotoshi
2017.01,8,Kagayaki,1,Osunaarashi,0,yorikiri
2017.01,8,Chiyoo,0,Nishikigi,1,yorikiri
2017.01,8,Daishomaru,0,Sokokurai,1,oshidashi
2017.01,8,Chiyootori,1,Ishiura,0,yorikiri
2017.01,8,Ichinojo,1,Chiyonokuni,0,oshidashi
2017.01,8,Myogiryu,0,Takanoiwa,1,yorikiri
2017.01,8,Takekaze,1,Kaisei,0,ipponzeoi
2017.01,8,Hokutofuji,1,Yoshikaze,0,oshitaoshi
2017.01,8,Tochiozan,1,Chiyoshoma,0,yorikiri
2017.01,8,Aoiyama,1,Endo,0,tsukidashi
2017.01,8,Kotoyuki,0,Ikioi,1,yorikiri
2017.01,8,Takayasu,0,Mitakeumi,1,yorikiri
2017.01,8,Tamawashi,1,Takarafuji,0,hikiotoshi
2017.01,8,Terunofuji,1,Goeido,0,hatakikomi
2017.01,8,Kisenosato,1,Okinoumi,0,tsukiotoshi
2017.01,8,Shohozan,1,Kotoshogiku,0,kotenage
2017.01,8,Kakuryu,1,Shodai,0,oshidashi
2017.01,8,Arawashi,1,Hakuho,0,yorikiri
2017.01,9,Ryuki,0,Wakaichiro,1,oshitaoshi
2017.01,9,Fujihisashi,0,Tsunekawa,1,hikiotoshi
2017.01,9,Azumayama,0,Tokio,1,oshidashi
2017.01,9,Oatari,1,Miura,0,yorikiri
2017.01,9,Shunpo,1,Hattorizakura,0,oshidashi
2017.01,9,Akutsu,1,Tatsunofuji,0,yorikiri
2017.01,9,Yanagawa,1,Fubu,0,hikiotoshi
2017.01,9,Wakayamanaka,1,Hanashi,0,oshidashi
2017.01,9,Hakuyo,1,Kawaguchi,0,tsukiotoshi
2017.01,9,Tamanoryu,0,Sakurafuji,1,yorikiri
2017.01,9,Ayaminato,0,Isamufuji,1,oshidashi
2017.01,9,Fukuminato,0,Teruju,1,uwatenage
2017.01,9,Bushi,0,Byakkomaru,1,yorikiri
2017.01,9,Yamashita,1,Momochizakura,0,oshidashi
2017.01,9,Fukuazuma,1,Watatani,0,sokubiotoshi
2017.01,9,Hamaazuma,1,Asashiomoto,0,oshidashi
2017.01,9,Mogaminishiki,0,Mochizuki,1,yoritaoshi
2017.01,9,Sorakaze,1,Daishohama,0,tsukiotoshi
2017.01,9,Goketsuyama,0,Ichinoryu,1,kirikaeshi
2017.01,9,Furanshisu,0,Nakaishi,1,yorikiri
2017.01,9,Kakutaiki,1,Wakayamana,0,hatakikomi
2017.01,9,Kainowaka,0,Sugano,1,oshitaoshi
2017.01,9,Kasuganami,1,Izumigawa,0,yorikiri
2017.01,9,Kirimaru,1,Kitasatsuma,0,okuridashi
2017.01,9,Fukuda,0,Tochiimari,1,oshidashi
2017.01,9,Tsuyukusa,0,Gagyusan,1,oshidashi
2017.01,9,Shiraseyama,1,Chida,0,oshidashi
2017.01,9,Yoshimura,0,Motokiyama,1,yoritaoshi
2017.01,9,Ota,1,Shinzan,0,shitatedashinage
2017.01,9,Kameoka,1,Takada,0,yoritaoshi
2017.01,9,Daisho,1,Hokutoryu,0,oshidashi
2017.01,9,Asatatsuke,0,Asahimaru,1,yorikiri
2017.01,9,Kotootomo,0,Mimurodake,1,oshidashi
2017.01,9,Tokkoriki,1,Asamorimoto,0,yoritaoshi
2017.01,9,Takakurayama,0,Yoshizaki,1,oshidashi
2017.01,9,Nakai,1,Kyokuhikari,0,oshidashi
2017.01,9,Takiguchi,1,Asayokomichi,0,tsukiotoshi
2017.01,9,Kotoomura,0,Kenyu,1,oshidashi
2017.01,9,Kotouruga,0,Haguroho,1,tsuridashi
2017.01,9,Hanakaze,0,Hisatsukasa,1,yorikiri
2017.01,9,Hibikiryu,1,Tokiryu,0,yoritaoshi
2017.01,9,Satonofuji,0,Hamamiryu,1,hatakikomi
2017.01,9,Terunosato,0,Yamazaki,1,yorikiri
2017.01,9,Oyamatoumi,0,Terunohana,1,oshidashi
2017.01,9,Inabajo,0,Kaishinmaru,1,oshitaoshi
2017.01,9,Amamidake,0,Satoyama,1,yorikiri
2017.01,9,Masuminoru,1,Isshinryu,0,yorikiri
2017.01,9,Daishoki,1,Rikiyushi,0,oshidashi
2017.01,9,Hokutoiwami,0,Midorifuji,1,katasukashi
2017.01,9,Omote,1,Fujiarashi,0,kubinage
2017.01,9,Tsurugikaze,0,Takashinryu,1,okuritaoshi
2017.01,9,Kotohayashi,0,Nishikifuji,1,yoritaoshi
2017.01,9,Daishowaka,1,Kotomyozan,0,yorikiri
2017.01,9,Kototora,1,Kenho,0,yorikiri
2017.01,9,Wakakoki,1,Hatachijo,0,oshidashi
2017.01,9,Okunisato,0,Tochitensho,1,hatakikomi
2017.01,9,Amanishiki,1,Iida,0,yorikiri
2017.01,9,Kirizakura,0,Onokura,1,oshidashi
2017.01,9,Hidano,1,Kotomanabe,0,oshidashi
2017.01,9,Kiryu,0,Kotokensei,1,oshidashi
2017.01,9,Miyauchi,0,Haruhikari,1,oshidashi
2017.01,9,Daishomune,1,Teraosho,0,shitatedashinage
2017.01,9,Kamiyutaka,0,Tochigidake,1,tsukiotoshi
2017.01,9,Miyazaki,1,Isenohana,0,oshidashi
2017.01,9,Umeno,1,Okinoiwa,0,oshidashi
2017.01,9,Arikawa,0,Chikarayama,1,katasukashi
2017.01,9,Yutsukasa,1,Takei,0,yorikiri
2017.01,9,Sakaefuji,0,Kotokojima,1,hikiotoshi
2017.01,9,Tokushuzan,1,Sadanosato,0,oshitaoshi
2017.01,9,Saidaiji,1,Mienosato,0,yorikiri
2017.01,9,Sadanohana,0,Oisato,1,yoritaoshi
2017.01,9,Dewaizumi,1,Kotozensho,0,kimedashi
2017.01,9,Aomihama,1,Kiriarashi,0,oshitaoshi
2017.01,9,Ariake,0,Sadahikari,1,oshidashi
2017.01,9,Kurahashi,0,Dairaido,1,tsukitaoshi
2017.01,9,Fujitaisei,1,Hokuyozan,0,hikiotoshi
2017.01,9,Kotoinagaki,1,Hokutotsuru,0,oshidashi
2017.01,9,Kasugakuni,1,Takatenshu,0,tsukiotoshi
2017.01,9,Amanoshima,1,Munakata,0,ashitori
2017.01,9,Kisenowaka,0,Tochiminato,1,tsukiotoshi
2017.01,9,Hikarugenji,0,Asayamabana,1,oshitaoshi
2017.01,9,Mitozakura,0,Shuji,1,yorikiri
2017.01,9,Akatsuki,0,Orora,1,yorikiri
2017.01,9,Fujinowaka,1,Fujinoumi,0,oshidashi
2017.01,9,Hokutohana,0,Saionji,1,oshidashi
2017.01,9,Sasayama,0,Yokuyusei,1,shitatenage
2017.01,9,Shinohara,0,Shunba,1,hatakikomi
2017.01,9,Hitachigo,1,Mitotsukasa,0,hatakikomi
2017.01,9,Asanojo,0,Aratora,1,yorikiri
2017.01,9,Kitanomine,0,Daijo,1,oshidashi
2017.01,9,Itadaki,1,Sakae,0,tsukiotoshi
2017.01,9,Hamaeiko,1,Yoshikasuga,0,yorikiri
2017.01,9,Daishokaku,0,Kisenoyama,1,oshidashi
2017.01,9,Wakaryusei,1,Gorikiyama,0,yorikiri
2017.01,9,Tamakongo,0,Sumanoumi,1,oshidashi
2017.01,9,Kawaraumi,0,Kotokino,1,oshidashi
2017.01,9,Nakazono,0,Hamayutaka,1,oshidashi
2017.01,9,Kotootori,0,Kosei,1,yorikiri
2017.01,9,Hokutoo,1,Hirotsukasa,0,kotenage
2017.01,9,Chiyonoumi,0,Takemasa,1,hikiotoshi
2017.01,9,Onami,0,Kaiseio,1,yorikiri
2017.01,9,Kotodairyu,1,Tochiseiryu,0,hansoku
2017.01,9,Kotofukujuno,1,Hitenryu,0,uwatenage
2017.01,9,Nishiyama,0,Masakaze,1,uwatenage
2017.01,9,Musashikuni,1,Aoi,0,yorikiri
2017.01,9,Onojo,0,Ozora,1,oshidashi
2017.01,9,Gokushindo,0,Aonosho,1,okuridashi
2017.01,9,Asahiryu,1,Aozora,0,yorikiri
2017.01,9,Shoketsu,0,Fukugoriki,1,tsukiotoshi
2017.01,9,Kotokamatani,1,Yoshiazuma,0,yorikiri
2017.01,9,Hatooka,1,Takakasuga,0,oshidashi
2017.01,9,Kotomisen,1,Akinoyama,0,tsukiotoshi
2017.01,9,Rao,0,Keitenkai,1,hatakikomi
2017.01,9,Byakko,0,Okinofuji,1,oshidashi
2017.01,9,Takaryu,1,Nogami,0,kubinage
2017.01,9,Higoarashi,0,Musashiumi,1,okuridashi
2017.01,9,Kotodaigo,1,Ayanoumi,0,yorikiri
2017.01,9,Sasakiyama,1,Akinokawa,0,oshidashi
2017.01,9,Aokishin,0,Kotokobai,1,oshidashi
2017.01,9,Sotairyu,0,Ryusei,1,oshidashi
2017.01,9,Kaito,0,Tokushinho,1,uwatenage
2017.01,9,Asakoki,0,Horyuyama,1,tsukiotoshi
2017.01,9,Dewahayate,0,Takayoshitoshi,1,yorikiri
2017.01,9,Sakigake,1,Tsurubayashi,0,yorikiri
2017.01,9,Shosei,0,Tochihiryu,1,oshidashi
2017.01,9,Gochozan,1,Tenkaiho,0,kirikaeshi
2017.01,9,Iwasaki,1,Daiseido,0,okuridashi
2017.01,9,Shotenro,1,Sadanofuji,0,hatakikomi
2017.01,9,Shiba,1,Tochimaru,0,oshidashi
2017.01,9,Fujiazuma,1,Daishoho,0,okuridashi
2017.01,9,Asabenkei,0,Daiseiho,1,hikiotoshi
2017.01,9,Kairyu,0,Asasekiryu,1,hatakikomi
2017.01,9,Kitaharima,0,Ishibashi,1,okuridashi
2017.01,9,Kizenryu,1,Rikishin,0,kotenage
2017.01,9,Satoyama,0,Ryuden,1,uchigake
2017.01,9,Amuru,1,Asahisho,0,hatakikomi
2017.01,9,Wakanoshima,0,Amakaze,1,kotenage
2017.01,9,Yamaguchi,1,Homarefuji,0,yorikiri
2017.01,9,Terutsuyoshi,1,Tsurugisho,0,yorikiri
2017.01,9,Daiamami,0,Onosho,1,oshidashi
2017.01,9,Seiro,0,Tokushoryu,1,oshidashi
2017.01,9,Aminishiki,1,Chiyomaru,0,yorikiri
2017.01,9,Ura,1,Kyokutaisei,0,oshidashi
2017.01,9,Kotoeko,0,Daieisho,1,tsukidashi
2017.01,9,Kyokushuho,1,Kitataiki,0,tsukidashi
2017.01,9,Oyanagi,0,Hidenoumi,1,yoritaoshi
2017.01,9,Toyohibiki,1,Azumaryu,0,oshidashi
2017.01,9,Osunaarashi,0,Daishomaru,1,oshidashi
2017.01,9,Takakeisho,0,Chiyootori,1,yorikiri
2017.01,9,Chiyotairyu,1,Nishikigi,0,hikiotoshi
2017.01,9,Kagayaki,0,Chiyoo,1,yorikiri
2017.01,9,Ichinojo,1,Sokokurai,0,yorikiri
2017.01,9,Sadanoumi,0,Ishiura,1,oshidashi
2017.01,9,Takanoiwa,1,Aoiyama,0,hatakikomi
2017.01,9,Gagamaru,0,Kotoyuki,1,hatakikomi
2017.01,9,Chiyoshoma,1,Kaisei,0,uwatenage
2017.01,9,Chiyonokuni,0,Yoshikaze,1,yorikiri
2017.01,9,Takekaze,0,Myogiryu,1,oshidashi
2017.01,9,Hokutofuji,1,Endo,0,oshidashi
2017.01,9,Shohozan,0,Tochiozan,1,sukuinage
2017.01,9,Takarafuji,0,Shodai,1,yorikiri
2017.01,9,Tamawashi,0,Mitakeumi,1,tsukidashi
2017.01,9,Terunofuji,0,Arawashi,1,uwatenage
2017.01,9,Okinoumi,0,Goeido,1,yorikiri
2017.01,9,Kisenosato,0,Kotoshogiku,1,yorikiri
2017.01,9,Takayasu,1,Hakuho,0,oshidashi
2017.01,9,Kakuryu,0,Ikioi,1,oshidashi
2017.01,10,Wakayama,1,Kenshin,0,hatakikomi
2017.01,10,Narutaki,0,Maeta,1,oshidashi
2017.01,10,Higohikari,1,Wada,0,tsukiotoshi
2017.01,10,Itakozakura,1,Kyonosato,0,yorikiri
2017.01,10,Fukunofuji,1,Daishiryu,0,oshidashi
2017.01,10,Hikarifuji,1,Shoryudo,0,hatakikomi
2017.01,10,Moriurara,1,Noborifuji,0,yorikiri
2017.01,10,Ozaki,0,Dewanosora,1,tokkurinage
2017.01,10,Ichifuji,0,Sakura,1,fusen
2017.01,10,Shironofuji,0,Asahinishiki,1,oshidashi
2017.01,10,Toranofuji,1,Tomiyama,0,uwatenage
2017.01,10,Sawanofuji,0,Kadokura,1,oshidashi
2017.01,10,Daiisshin,0,Nakatani,1,oshidashi
2017.01,10,Imai,0,Kodera,1,yorikiri
2017.01,10,Hokuyozakura,0,Hokutosato,1,oshidashi
2017.01,10,Iko,1,Daigonishiki,0,yorikiri
2017.01,10,Kinjo,1,Kurokage,0,oshidashi
2017.01,10,Azumanami,1,Bandaisan,0,oshidashi
2017.01,10,Takamayama,0,Ezuka,1,yoritaoshi
2017.01,10,Kozakura,0,Yamana,1,okuridashi
2017.01,10,Higonoryu,1,Takanonari,0,kimetaoshi
2017.01,10,Kototaiko,0,Fujinotani,1,hikiotoshi
2017.01,10,Hakkairyu,1,Mihamaumi,0,tsukiotoshi
2017.01,10,Miyazakiyama,0,Yamanaka,1,kubinage
2017.01,10,Hitomi,1,Teraowaka,0,oshidashi
2017.01,10,Sekizuka,0,Miyakojima,1,uwatenage
2017.01,10,Azumahikari,0,Tamashinriki,1,yorikiri
2017.01,10,Adachi,0,Terumichi,1,yorikiri
2017.01,10,Hokutohomare,1,Tatsunoumi,0,oshidashi
