basho,day,rikishi1,win1,rikishi2,win2,kimarite
2017.01,1,Shimakaze,0,Fukunofuji,1,oshidashi
2017.01,1,Narutaki,1,Hikarifuji,0,oshidashi
2017.01,1,Tsunekawa,1,Sakurafuji,0,hatakikomi
2017.01,1,Ichifuji,0,Tokio,1,oshidashi
2017.01,1,Maeta,1,Shironofuji,0,oshidashi
2017.01,1,Azumayama,1,Miura,0,shitatenage
2017.01,1,Itakozakura,1,Yanagawa,0,yorikiri
2017.01,1,Oatari,1,Kyonosato,0,yorikiri
2017.01,1,Dewanosora,1,Daishiryu,0,oshidashi
2017.01,1,Moriurara,1,Fubu,0,yorikiri
2017.01,1,Hakuyo,0,Bushi,1,yorikiri
2017.01,1,Ayaminato,1,Asahinishiki,0,okuridashi
2017.01,1,Imai,1,Kadokura,0,kotenage
2017.01,1,Hokuyozakura,0,Byakkomaru,1,tsukidashi
2017.01,1,Yamashita,0,Kinjo,1,okuridashi
2017.01,1,Asashiomoto,0,Hokutosato,1,yorikiri
2017.01,1,Hamaazuma,1,Daigonishiki,0,yorikiri
2017.01,1,Goketsuyama,0,Daishohama,1,yoritaoshi
2017.01,1,Kototaiko,1,Ezuka,0,tsuridashi
2017.01,1,Sorakaze,1,Ichinoryu,0,hatakikomi
2017.01,1,Furanshisu,0,Yamana,1,yoritaoshi
2017.01,1,Kakutaiki,0,Higonoryu,1,yorikiri
2017.01,1,Kainowaka,0,Fujinotani,1,hikiotoshi
2017.01,1,Yamanaka,0,Mihamaumi,1,hikiotoshi
2017.01,1,Fukuda,1,Chida,0,oshidashi
2017.01,1,Miyazakiyama,0,Tochiimari,1,shitatenage
2017.01,1,Sekizuka,0,Gagyusan,1,oshidashi
2017.01,1,Yoshimura,1,Jingu,0,fusen
2017.01,1,Hokutoryu,0,Motokiyama,1,yorikiri
2017.01,1,Kameoka,1,Kotokobayashi,0,fusen
2017.01,1,Masutenryu,0,Tatsunoumi,1,oshidashi
2017.01,1,Daisho,0,Asanoshima,1,oshidashi
2017.01,1,Kotonoshima,1,Asahimaru,0,yorikiri
2017.01,1,Kotootomo,0,Daiseiryu,1,yorikiri
2017.01,1,Tsubakifuji,1,Takakurayama,0,oshidashi
2017.01,1,Ryubu,1,Burinosato,0,fusen
2017.01,1,Nakai,1,Fudano,0,yoritaoshi
2017.01,1,Kenyu,1,Haguroho,0,oshidashi
2017.01,1,Hisatsukasa,0,Kotoseigo,1,oshidashi
2017.01,1,Kotoomura,0,Tochimitsuru,1,yoritaoshi
2017.01,1,Kotoyamato,1,Terunosato,0,oshidashi
2017.01,1,Zendaisho,0,Tokiryu,1,oshidashi
2017.01,1,Akitoba,0,Hamamiryu,1,oshidashi
2017.01,1,Inabajo,1,Yamazaki,0,yorikiri
2017.01,1,Hokutosho,0,Chiyooume,1,yorikiri
2017.01,1,Yamamoto,1,Amamidake,0,tsukidashi
2017.01,1,Sakaguchi,1,Satoyama,0,yorikiri
2017.01,1,Toseima,0,Tochisato,1,yorikiri
2017.01,1,Sadanogo,0,Hao,1,uwatenage
2017.01,1,Tatsukaze,1,Fujiarashi,0,oshidashi
2017.01,1,Nishikifuji,1,Kotomiyakura,0,yorikiri
2017.01,1,Hamadayama,0,Takashinryu,1,okuritaoshi
2017.01,1,Kotohayashi,1,Tosahikari,0,oshidashi
2017.01,1,Wakakoki,0,Kototora,1,oshidashi
2017.01,1,Matsuyama,0,Hatachijo,1,yorikiri
2017.01,1,Tagonofuji,1,Tochitensho,0,yorikiri
2017.01,1,Iida,0,Miyauchi,1,yorikiri
2017.01,1,Kitadaichi,1,Hokutonami,0,uwatedashinage
2017.01,1,Hidano,1,Yasui,0,kimetaoshi
2017.01,1,Ginseizan,1,Kotomanabe,0,oshidashi
2017.01,1,Kotokensei,0,Haruhikari,1,hikiotoshi
2017.01,1,Kasugaryu,1,Chikarayama,0,oshidashi
2017.01,1,Isenohana,0,Tochigidake,1,yorikiri
2017.01,1,Yuma,1,Obara,0,yoritaoshi
2017.01,1,Miyazaki,0,Kyokuhozan,1,oshidashi
2017.01,1,Oisato,1,Minatosho,0,yoritaoshi
2017.01,1,Takei,0,Sadanosato,1,yorikiri
2017.01,1,Sakaefuji,1,Takunoumi,0,oshidashi
2017.01,1,Tokushuzan,1,Asatenmai,0,oshidashi
2017.01,1,Saidaiji,0,Toho,1,yorikiri
2017.01,1,Sadanohana,1,Dewaizumi,0,oshidashi
2017.01,1,Daitenpaku,0,Kotozensho,1,oshidashi
2017.01,1,Kiriarashi,1,Fujitaisei,0,oshidashi
2017.01,1,Tochikasuga,1,Sadahikari,0,hatakikomi
2017.01,1,Minatoryu,1,Takamiryu,0,yorikiri
2017.01,1,Kototsubasa,1,Hokutotsuru,0,yorikiri
2017.01,1,Kasugakuni,0,Fujinohana,1,yorikiri
2017.01,1,Kisenowaka,1,Tochinoshima,0,oshidashi
2017.01,1,Mitozakura,1,Tochiminato,0,oshitaoshi
2017.01,1,Teraoumi,0,Hikarugenji,1,yorikiri
2017.01,1,Hamaminato,1,Daishozen,0,hikiotoshi
2017.01,1,Shobushi,0,Shuji,1,oshidashi
2017.01,1,Akatsuki,1,Inoue,0,yorikiri
2017.01,1,Fujinowaka,0,Ryuseio,1,oshidashi
2017.01,1,Suekawa,1,Shunba,0,tsukidashi
2017.01,1,Ebisumaru,1,Asanojo,0,yorikiri
2017.01,1,Shingaku,0,Kirinoryu,1,oshidashi
2017.01,1,Yoshifuji,1,Itadaki,0,tsukiotoshi
2017.01,1,Kitanomine,1,Shohoryu,0,tsukidashi
2017.01,1,Baraki,0,Daijo,1,sukuinage
2017.01,1,Okinohama,0,Sakae,1,yoritaoshi
2017.01,1,Ikegawa,1,Hisanotora,0,oshidashi
2017.01,1,Chiyoraizan,1,Wakaryusei,0,shitatenage
2017.01,1,Sumanoumi,1,Kotokino,0,yorikiri
2017.01,1,Dewanojo,1,Tamakongo,0,yorikiri
2017.01,1,Nakazono,0,Hirotsukasa,1,sotogake
2017.01,1,Kotootori,0,Hamayutaka,1,oshidashi
2017.01,1,Hokutoo,1,Kosei,0,yorikiri
2017.01,1,Chiyonoumi,1,Yamatoarashi,0,yorikiri
2017.01,1,Kotodairyu,1,Masakaze,0,oshidashi
2017.01,1,Honda,1,Onojo,0,yorikiri
2017.01,1,Tomisakae,0,Kainoryu,1,hatakikomi
2017.01,1,Kirinofuji,1,Musashikuni,0,utchari
2017.01,1,Chiyonokatsu,0,Aoi,1,hatakikomi
2017.01,1,Hokutokawa,1,Kaorufuji,0,oshidashi
2017.01,1,Okoryu,1,Ozora,0,sukuinage
2017.01,1,Asahiryu,1,Koshinoryu,0,yorikiri
2017.01,1,Fukugoriki,0,Shonannoumi,1,hatakikomi
2017.01,1,Sagatsukasa,1,Yoshiazuma,0,oshidashi
2017.01,1,Kotomisen,1,Masutoo,0,oshidashi
2017.01,1,Rao,1,Oazuma,0,uwatenage
2017.01,1,Katsunofuji,0,Takaryu,1,oshidashi
2017.01,1,Ayanoumi,1,Daishoryu,0,sukuinage
2017.01,1,Higoarashi,0,Nogami,1,yorikiri
2017.01,1,Hishofuji,0,Dewaotori,1,yorikiri
2017.01,1,Higonojo,0,Akinokawa,1,tokkurinage
2017.01,1,Kotaro,1,Horyuyama,0,oshidashi
2017.01,1,Sotairyu,0,Nankairiki,1,sukuinage
2017.01,1,Terao,1,Ryusei,0,uwatenage
2017.01,1,Oiwato,0,Tokushinho,1,oshidashi
2017.01,1,Kizaki,1,Ryuonami,0,oshidashi
2017.01,1,Asakoki,0,Goryu,1,hatakikomi
2017.01,1,Dewahayate,1,Kagamio,0,yorikiri
2017.01,1,Masunosho,1,Jokoryu,0,oshidashi
2017.01,1,Shimanoumi,0,Tochihiryu,1,hatakikomi
2017.01,1,Daiseiho,0,Daiseido,1,oshidashi
2017.01,1,Sadanofuji,0,Akiseyama,1,yorikiri
2017.01,1,Shotenro,0,Ishibashi,1,yorikiri
2017.01,1,Shiba,1,Mugendai,0,yorikiri
2017.01,1,Fujiazuma,0,Tochimaru,1,tsukidashi
2017.01,1,Kitaharima,1,Asasekiryu,0,oshidashi
2017.01,1,Wakanoshima,1,Kizenryu,0,yorikiri
2017.01,1,Terutsuyoshi,0,Daiamami,1,sukuinage
2017.01,1,Asahisho,0,Rikishin,1,yorikiri
2017.01,1,Homarefuji,1,Satoyama,0,yorikiri
2017.01,1,Amuru,1,Ryuden,0,hatakikomi
2017.01,1,Yamaguchi,0,Amakaze,1,yorikiri
2017.01,1,Tokushoryu,1,Tsurugisho,0,hatakikomi
2017.01,1,Kyokutaisei,1,Aminishiki,0,tsukiotoshi
2017.01,1,Oyanagi,0,Kotoeko,1,amiuchi
2017.01,1,Kitataiki,0,Onosho,1,oshidashi
2017.01,1,Seiro,0,Azumaryu,1,yorikiri
2017.01,1,Ura,1,Chiyomaru,0,oshidashi
2017.01,1,Kyokushuho,1,Daieisho,0,hatakikomi
2017.01,1,Toyohibiki,1,Hidenoumi,0,yorikiri
2017.01,1,Chiyoo,0,Osunaarashi,1,utchari
2017.01,1,Sadanoumi,1,Chiyotairyu,0,oshidashi
2017.01,1,Chiyootori,0,Ichinojo,1,oshidashi
2017.01,1,Gagamaru,0,Daishomaru,1,hatakikomi
2017.01,1,Takakeisho,0,Nishikigi,1,oshidashi
2017.01,1,Kagayaki,0,Sokokurai,1,tsukiotoshi
2017.01,1,Takanoiwa,1,Ishiura,0,abisetaoshi
2017.01,1,Kaisei,1,Chiyonokuni,0,oshitaoshi
2017.01,1,Hokutofuji,1,Aoiyama,0,tsukiotoshi
2017.01,1,Myogiryu,0,Kotoyuki,1,hatakikomi
2017.01,1,Chiyoshoma,0,Yoshikaze,1,tsuriotoshi
2017.01,1,Takekaze,1,Endo,0,tsukiotoshi
2017.01,1,Tochiozan,0,Ikioi,1,oshidashi
2017.01,1,Tamawashi,1,Okinoumi,0,oshidashi
2017.01,1,Arawashi,0,Kotoshogiku,1,yorikiri
2017.01,1,Terunofuji,0,Shohozan,1,yorikiri
2017.01,1,Mitakeumi,1,Goeido,0,yorikiri
2017.01,1,Kisenosato,1,Takarafuji,0,yorikiri
2017.01,1,Hakuho,1,Shodai,0,hikiotoshi
2017.01,1,Takayasu,0,Harumafuji,1,yorikiri
2017.01,1,Kakuryu,1,Tochinoshin,0,uwatedashinage
2017.01,2,Noborifuji,1,Hattorizakura,0,shitatenage
2017.01,2,Wakaichiro,1,Tatsunofuji,0,oshidashi
2017.01,2,Toranofuji,0,Wakayama,1,oshidashi
2017.01,2,Teruju,0,Kenshin,1,oshidashi
2017.01,2,Sawanofuji,0,Fujihisashi,1,oshidashi
2017.01,2,Wada,1,Kawaguchi,0,oshidashi
2017.01,2,Higohikari,0,Daiisshin,1,oshidashi
2017.01,2,Wakayamanaka,1,Momochizakura,0,oshitaoshi
2017.01,2,Shunpo,0,Isamufuji,1,oshidashi
2017.01,2,Akutsu,0,Shoryudo,1,yorikiri
2017.01,2,Ozaki,0,Hanashi,1,oshidashi
2017.01,2,Tamanoryu,1,Sakura,0,yorikiri
2017.01,2,Fukuminato,0,Tomiyama,1,yoritaoshi
2017.01,2,Watatani,1,Ito,0,oshidashi
2017.01,2,Mochizuki,0,Nakatani,1,yorikiri
2017.01,2,Fukuazuma,0,Kodera,1,oshidashi
2017.01,2,Bandaisan,0,Iko,1,yorikiri
2017.01,2,Mogaminishiki,1,Kurokage,0,yorikiri
2017.01,2,Azumanami,0,Nakaishi,1,okuridashi
2017.01,2,Wakayamana,0,Umiwatari,1,oshidashi
2017.01,2,Takamayama,1,Kirimaru,0,oshidashi
2017.01,2,Kozakura,0,Kasuganami,1,yorikiri
2017.01,2,Sugano,1,Takanonari,0,yorikiri
2017.01,2,Hakkairyu,0,Izumigawa,1,oshidashi
2017.01,2,Teraowaka,1,Kitasatsuma,0,oshidashi
2017.01,2,Hokutohomare,1,Tsuyukusa,0,oshidashi
2017.01,2,Hitomi,0,Azumahikari,1,yorikiri
2017.01,2,Terumichi,1,Miyakojima,0,yoritaoshi
2017.01,2,Shiraseyama,0,Tamashinriki,1,shitatenage
2017.01,2,Adachi,1,Shinzan,0,yorikiri
2017.01,2,Asatatsuke,0,Ota,1,yoritaoshi
2017.01,2,Buken,0,Takada,1,oshidashi
2017.01,2,Mimurodake,0,Okuniasahi,1,yoritaoshi
2017.01,2,Asamorimoto,1,Kokuryunami,0,uwatenage
2017.01,2,Tokkoriki,0,Ishihara,1,kotenage
2017.01,2,Kyokuhikari,1,Daishojo,0,kimedashi
2017.01,2,Takataisho,0,Yoshizaki,1,katasukashi
2017.01,2,Kobayashi,1,Asayokomichi,0,uwatedashinage
2017.01,2,Takiguchi,1,Hokutoyu,0,oshidashi
2017.01,2,Imafuku,0,Hibikiryu,1,shitatenage
2017.01,2,Kotouruga,1,Shinyashiki,0,yoritaoshi
2017.01,2,Hanakaze,0,Hokutogo,1,oshidashi
2017.01,2,Hokutoiwami,1,Saito,0,yorikiri
2017.01,2,Satonofuji,1,Hokuseikai,0,tsukiotoshi
2017.01,2,Asaokado,0,Terunohana,1,yorikiri
2017.01,2,Miyanofuji,0,Oyamatoumi,1,tsukiotoshi
2017.01,2,Takakiho,0,Kaishinmaru,1,oshidashi
2017.01,2,Kanryu,0,Masuminoru,1,oshidashi
2017.01,2,Rikiyushi,0,Isshinryu,1,hatakikomi
2017.01,2,Daishoki,1,Hirose,0,yorikiri
2017.01,2,Mibu,0,Midorifuji,1,uwatedashinage
2017.01,2,Omote,1,Tsurugikaze,0,oshidashi
2017.01,2,Kenho,1,Yamatonami,0,oshidashi
2017.01,2,Ryutsukasa,0,Kotomyozan,1,tsukiotoshi
2017.01,2,Takaseiryu,0,Surugafuji,1,oshidashi
2017.01,2,Daishowaka,1,Kotorikuzan,0,yorikiri
2017.01,2,Tsugaruumi,1,Daishoko,0,shitatedashinage
2017.01,2,Okunisato,0,Mutsukaze,1,yorikiri
2017.01,2,Toryu,0,Nakao,1,tsukiotoshi
2017.01,2,Amanishiki,1,Onokura,0,hatakikomi
2017.01,2,Nakashima,0,Azumasho,1,yorikiri
2017.01,2,Kirizakura,0,Kiryu,1,tsukidashi
2017.01,2,Kasugamine,1,Fujisato,0,oshidashi
2017.01,2,Teraosho,1,Kamiyutaka,0,yoritaoshi
2017.01,2,Daishomune,0,Sazanami,1,yoritaoshi
2017.01,2,Wakasenryu,1,Hayate,0,hikiotoshi
2017.01,2,Okinoiwa,0,Ikeru,1,zubuneri
2017.01,2,Umeno,1,Matsuda,0,yoritaoshi
2017.01,2,Yoshinokuni,1,Arikawa,0,katasukashi
2017.01,2,Yutsukasa,1,Hokutoshin,0,yoritaoshi
2017.01,2,Wayama,1,Kotokojima,0,hatakikomi
2017.01,2,Fujinokaze,1,Mienosato,0,yorikiri
2017.01,2,Haruminato,1,Koshinishiki,0,watashikomi
2017.01,2,Dairaido,1,Wakahizen,0,hatakikomi
2017.01,2,Kototaiki,0,Okuma,1,yorikiri
2017.01,2,Aomihama,1,Awajiumi,0,oshidashi
2017.01,2,Ariake,1,Tokinowaka,0,shitatenage
2017.01,2,Sakaekaze,0,Uchida,1,tsukiotoshi
2017.01,2,Kurahashi,1,Hokuyozan,0,tsukiotoshi
2017.01,2,Hienriki,1,Kotoinagaki,0,katasukashi
2017.01,2,Kotorikisen,1,Takatenshu,0,okuridashi
2017.01,2,Amanoshima,1,Saio,0,yorikiri
2017.01,2,Ohata,1,Munakata,0,yorikiri
2017.01,2,Fujinoumi,0,Narumi,1,yorikiri
2017.01,2,Ako,0,Yokuyusei,1,shitatenage
2017.01,2,Tenichi,1,Asayamabana,0,oshitaoshi
2017.01,2,Saionji,0,Maenofuji,1,oshitaoshi
2017.01,2,Wakanofuji,1,Orora,0,yorikiri
2017.01,2,Hokutohana,0,Hagane,1,hatakikomi
2017.01,2,Daishokaku,1,Hasugeyama,0,yorikiri
2017.01,2,Asanotosa,0,Sasayama,1,yorikiri
2017.01,2,Shinohara,1,Mitotsukasa,0,uwatedashinage
2017.01,2,Hitachigo,1,Notoazuma,0,fusen
2017.01,2,Omoto,1,Aratora,0,kakenage
2017.01,2,Hamaeiko,1,Sadanokuni,0,yorikiri
2017.01,2,Karatsuumi,0,Yoshikasuga,1,yorikiri
2017.01,2,Obamaumi,0,Kisenoyama,1,yorikiri
2017.01,2,Tetsuyuzan,1,Gorikiyama,0,okuridashi
2017.01,2,Takemasa,1,Kihonoumi,0,oshidashi
2017.01,2,Kawaraumi,1,Kotonoshu,0,oshidashi
2017.01,2,Kainishiki,1,Kotohayato,0,oshidashi
2017.01,2,Denzan,0,Onami,1,fusen
2017.01,2,Kaizen,1,Kaonishiki,0,okuridashi
2017.01,2,Hitenryu,0,Kaiseio,1,yorikiri
2017.01,2,Kotofukujuno,0,Tochiseiryu,1,oshidashi
2017.01,2,Nishiyama,0,Daishoiwa,1,oshidashi
2017.01,2,Genkaiho,0,Hokaho,1,yorikiri
2017.01,2,Komakiryu,0,Gokushindo,1,uwatenage
2017.01,2,Fukamiyama,1,Hokutoshu,0,tsukidashi
2017.01,2,Aozora,1,Shoketsu,0,hatakikomi
2017.01,2,Takakento,0,Aonosho,1,oshidashi
2017.01,2,Kotokamatani,1,Hatooka,0,yorikiri
2017.01,2,Akinoyama,1,Oki,0,hatakikomi
2017.01,2,Keitenkai,0,Takakasuga,1,uwatenage
2017.01,2,Suzaku,1,Musashiumi,0,hikkake
2017.01,2,Komanokuni,1,Takamisato,0,yorikiri
2017.01,2,Okinofuji,0,Koba,1,oshitaoshi
2017.01,2,Byakko,1,Yuki,0,yorikiri
2017.01,2,Azumasato,1,Rikito,0,oshidashi
2017.01,2,Sasakiyama,1,Chiyosakae,0,yorikiri
2017.01,2,Kotodaigo,1,Rendaiyama,0,yorikiri
2017.01,2,Chiyoarashi,0,Yamatofuji,1,yorikiri
2017.01,2,Aokishin,0,Takayoshitoshi,1,yorikiri
2017.01,2,Kansei,1,Kotokuzan,0,hatakikomi
2017.01,2,Tochinobori,1,Kotokobai,0,kotenage
2017.01,2,Abi,1,Ichiki,0,tsukitaoshi
2017.01,2,Kaito,0,Nionoumi,1,tsukidashi
2017.01,2,Kiribayama,1,Tochinohama,0,oshidashi
2017.01,2,Tsurubayashi,0,Irie,1,hatakikomi
2017.01,2,Sakigake,1,Gochozan,0,yorikiri
2017.01,2,Hakuyozan,1,Shosei,0,oshidashi
2017.01,2,Irodori,1,Tenkaiho,0,oshitaoshi
2017.01,2,Iwasaki,1,Tamaki,0,tsukiotoshi
2017.01,2,Goshi,0,Akua,1,kotenage
2017.01,2,Meisei,0,Toyonoshima,1,yorikiri
2017.01,2,Daishoho,0,Takagenji,1,oshidashi
2017.01,2,Asabenkei,0,Kairyu,1,oshidashi
2017.01,2,Terutsuyoshi,0,Wakanoshima,1,hatakikomi
2017.01,2,Kizenryu,0,Daiamami,1,yorikiri
2017.01,2,Homarefuji,1,Asahisho,0,oshidashi
2017.01,2,Rikishin,0,Satoyama,1,yorikiri
2017.01,2,Yamaguchi,0,Amuru,1,shitatenage
2017.01,2,Ryuden,1,Amakaze,0,yorikiri
2017.01,2,Kyokutaisei,1,Tokushoryu,0,hikiotoshi
2017.01,2,Tsurugisho,0,Aminishiki,1,hatakikomi
2017.01,2,Kitataiki,0,Oyanagi,1,yorikiri
2017.01,2,Kotoeko,1,Onosho,0,tsukiotoshi
2017.01,2,Ura,1,Seiro,0,kubihineri
2017.01,2,Azumaryu,1,Chiyomaru,0,yorikiri
2017.01,2,Toyohibiki,0,Kyokushuho,1,hatakikomi
2017.01,2,Daieisho,0,Hidenoumi,1,yorikiri
2017.01,2,Chiyoo,0,Sadanoumi,1,yorikiri
2017.01,2,Chiyootori,0,Osunaarashi,1,uwatedashinage
2017.01,2,Chiyotairyu,1,Ichinojo,0,tsukiotoshi
2017.01,2,Takakeisho,0,Gagamaru,1,yorikiri
2017.01,2,Daishomaru,0,Nishikigi,1,yorikiri
2017.01,2,Takanoiwa,1,Kagayaki,0,oshidashi
2017.01,2,Sokokurai,1,Ishiura,0,oshidashi
2017.01,2,Hokutofuji,0,Kaisei,1,tsukiotoshi
2017.01,2,Chiyonokuni,1,Aoiyama,0,tsukiotoshi
2017.01,2,Chiyoshoma,1,Myogiryu,0,shitatenage
2017.01,2,Kotoyuki,1,Yoshikaze,0,tsukitaoshi
2017.01,2,Tochiozan,0,Takekaze,1,hikiotoshi
2017.01,2,Endo,1,Ikioi,0,yorikiri
2017.01,2,Arawashi,0,Shodai,1,yorikiri
2017.01,2,Kisenosato,1,Tamawashi,0,oshidashi
2017.01,2,Okinoumi,1,Kotoshogiku,0,kotenage
2017.01,2,Terunofuji,0,Takayasu,1,katasukashi
2017.01,2,Tochinoshin,0,Goeido,1,uwatenage
2017.01,2,Kakuryu,1,Shohozan,0,yorikiri
2017.01,2,Hakuho,1,Takarafuji,0,yorikiri
2017.01,2,Mitakeumi,1,Harumafuji,0,yorikiri
2017.01,3,Tokuda,1,Kobayashi,0,Â
2017.01,3,Nishimura,0,Ichiyamamoto,1,Â
2017.01,3,Harada,0,Yabuoka,1,Â
2017.01,3,Omura,0,Shido,1,Â
2017.01,3,Kawakami,1,Aizufuji,0,Â
2017.01,3,Tsunekawa,0,Wakayama,1,oshidashi
2017.01,3,Fujihisashi,1,Tokio,0,oshidashi
2017.01,3,Ryuki,1,Shironofuji,0,yorikiri
2017.01,3,Teruju,1,Kawaguchi,0,okuridashi
2017.01,3,Higohikari,0,Hikarifuji,1,yorikiri
2017.01,3,Azumayama,0,Daiisshin,1,yorikiri
2017.01,3,Toranofuji,1,Yanagawa,0,uwatenage
2017.01,3,Momochizakura,0,Kyonosato,1,oshidashi
2017.01,3,Shunpo,0,Daishiryu,1,yorikiri
2017.01,3,Shoryudo,0,Hanashi,1,oshidashi
2017.01,3,Hakuyo,0,Ozaki,1,yoritaoshi
2017.01,3,Ayaminato,1,Tamanoryu,0,yorikiri
2017.01,3,Imai,1,Tomiyama,0,yorikiri
2017.01,3,Hokuyozakura,0,Ito,1,yorikiri
2017.01,3,Yamashita,0,Mochizuki,1,uwatedashinage
2017.01,3,Kodera,1,Iko,0,hatakikomi
2017.01,3,Bandaisan,0,Daigonishiki,1,kimedashi
2017.01,3,Mogaminishiki,0,Daishohama,1,yorikiri
2017.01,3,Azumanami,0,Ezuka,1,shitatenage
2017.01,3,Takamayama,0,Umiwatari,1,hatakikomi
2017.01,3,Sorakaze,1,Yamana,0,okuritaoshi
2017.01,3,Kasuganami,1,Higonoryu,0,yorikiri
2017.01,3,Sugano,0,Fujinotani,1,yorikiri
2017.01,3,Fukuda,1,Teraowaka,0,yoritaoshi
2017.01,3,Kitasatsuma,0,Chida,1,yorikiri
2017.01,3,Hokutohomare,1,Tochiimari,0,oshidashi
2017.01,3,Azumahikari,0,Gagyusan,1,oshidashi
2017.01,3,Shiraseyama,0,Miyakojima,1,uwatenage
2017.01,3,Hokutoryu,0,Shinzan,1,yorikiri
2017.01,3,Asatatsuke,1,Kotokobayashi,0,yorikiri
2017.01,3,Buken,0,Masutenryu,1,sukuinage
2017.01,3,Daisho,0,Mimurodake,1,oshidashi
2017.01,3,Asahimaru,0,Kokuryunami,1,shitatenage
2017.01,3,Tokkoriki,1,Kotootomo,0,hatakikomi
2017.01,3,Tsubakifuji,0,Ishihara,1,yorikiri
2017.01,3,Nakai,1,Yoshizaki,0,yorikiri
2017.01,3,Kenyu,0,Kobayashi,1,hatakikomi
2017.01,3,Hisatsukasa,1,Hokutoyu,0,okuridashi
2017.01,3,Kotoomura,0,Imafuku,1,uwatenage
2017.01,3,Kotoyamato,0,Tochimitsuru,1,oshidashi
2017.01,3,Hokutogo,0,Tokiryu,1,oshidashi
2017.01,3,Hokutoiwami,1,Hamamiryu,0,kotenage
2017.01,3,Inabajo,1,Satonofuji,0,yorikiri
2017.01,3,Terunohana,1,Chiyooume,0,ashitori
2017.01,3,Yamamoto,1,Oyamatoumi,0,yorikiri
2017.01,3,Sakaguchi,1,Kaishinmaru,0,okuridashi
2017.01,3,Masuminoru,1,Tochisato,0,oshidashi
2017.01,3,Isshinryu,1,Hao,0,uwatenage
2017.01,3,Mibu,1,Fujiarashi,0,oshidashi
2017.01,3,Nishikifuji,1,Tatsukaze,0,yoritaoshi
2017.01,3,Omote,0,Takashinryu,1,hatakikomi
2017.01,3,Kenho,1,Kotomyozan,0,uwatedashinage
2017.01,3,Kotohayashi,1,Surugafuji,0,oshidashi
2017.01,3,Kototora,0,Daishowaka,1,yorikiri
2017.01,3,Wakakoki,1,Daishoko,0,okuridashi
2017.01,3,Mutsukaze,0,Nakao,1,hikiotoshi
2017.01,3,Tagonofuji,0,Miyauchi,1,yorikiri
2017.01,3,Amanishiki,1,Kitadaichi,0,ashitori
2017.01,3,Hokutonami,0,Yasui,1,shitatenage
2017.01,3,Fujisato,1,Kotomanabe,0,tsukiotoshi
2017.01,3,Ginseizan,0,Haruhikari,1,hatakikomi
2017.01,3,Kasugaryu,1,Teraosho,0,yorikiri
2017.01,3,Sazanami,1,Tochigidake,0,okuritaoshi
2017.01,3,Obara,0,Okinoiwa,1,yoritaoshi
2017.01,3,Umeno,1,Ikeru,0,hatakikomi
2017.01,3,Arikawa,0,Minatosho,1,oshidashi
2017.01,3,Oisato,1,Sadanosato,0,yorikiri
2017.01,3,Sakaefuji,0,Yutsukasa,1,yorikiri
2017.01,3,Tokushuzan,1,Wayama,0,oshidashi
2017.01,3,Fujinokaze,0,Toho,1,uwatenage
2017.01,3,Dewaizumi,1,Wakahizen,0,kimedashi
2017.01,3,Okuma,0,Sadanohana,1,tsukidashi
2017.01,3,Kiriarashi,0,Kotozensho,1,oshidashi
2017.01,3,Tochikasuga,0,Aomihama,1,yorikiri
2017.01,3,Ariake,0,Uchida,1,tsukiotoshi
2017.01,3,Minatoryu,0,Kurahashi,1,oshidashi
2017.01,3,Kototsubasa,1,Hienriki,0,sokubiotoshi
2017.01,3,Kotorikisen,0,Fujinohana,1,yorikiri
2017.01,3,Kisenowaka,1,Amanoshima,0,shitatedashinage
2017.01,3,Mitozakura,1,Ohata,0,yoritaoshi
2017.01,3,Narumi,0,Hikarugenji,1,okuridashi
2017.01,3,Hamaminato,0,Yokuyusei,1,yorikiri
2017.01,3,Tenichi,1,Maenofuji,0,okuritaoshi
2017.01,3,Akatsuki,0,Shuji,1,yorikiri
2017.01,3,Wakanofuji,0,Ryuseio,1,oshidashi
2017.01,3,Suekawa,1,Hagane,0,tsukiotoshi
2017.01,3,Shunba,1,Asanojo,0,oshidashi
2017.01,3,Sasayama,1,Kirinoryu,0,yorikiri
2017.01,3,Yoshifuji,0,Shinohara,1,oshidashi
2017.01,3,Kitanomine,1,Hitachigo,0,hikiotoshi
2017.01,3,Baraki,1,Aratora,0,yoritaoshi
2017.01,3,Okinohama,1,Sadanokuni,0,kimedashi
2017.01,3,Ikegawa,1,Yoshikasuga,0,kimetaoshi
2017.01,3,Chiyoraizan,0,Kisenoyama,1,oshidashi
2017.01,3,Sumanoumi,0,Tetsuyuzan,1,okuridashi
2017.01,3,Dewanojo,0,Takemasa,1,shitatehineri
2017.01,3,Nakazono,1,Kotonoshu,0,yorikiri
2017.01,3,Kotohayato,0,Kosei,1,yorikiri
2017.01,3,Kotootori,0,Kaonishiki,1,oshidashi
2017.01,3,Hitenryu,0,Yamatoarashi,1,oshidashi
2017.01,3,Kotodairyu,0,Kaiseio,1,yorikiri
2017.01,3,Kotofukujuno,1,Masakaze,0,oshidashi
2017.01,3,Honda,1,Tochiseiryu,0,okuridashi
2017.01,3,Nishiyama,1,Onojo,0,isamiashi
2017.01,3,Genkaiho,0,Tomisakae,1,yorikiri
2017.01,3,Komakiryu,0,Musashikuni,1,yorikiri
2017.01,3,Kaorufuji,1,Chiyonokatsu,0,yorikiri
